Task_ID,Employee_ID,Project_ID,Task,Time_Taken_Hours,Completion_Date,Name,Team,Role,Project_Name,Client
4560,135,1,Code Review,10,2025-02-14,Joshua Beard,QA,QA Engineer,Sopheon,"Griffith, Williams and Thornton"
4561,149,2,Design Review,4,2025-01-26,Robert Murray,Design,Graphic Designer,Revold World,Martinez-James
4562,172,1,Database Optimization,3,2025-01-02,Jessica Morris,Dev,Software Engineer,Sopheon,"Griffith, Williams and Thornton"
4563,187,1,Code Review,3,2025-03-23,Michelle Wells,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
4564,16,5,Testing,5,2025-02-03,Megan Duncan,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
4565,42,5,Code Review,1,2025-01-20,Ashley Christian,Management,Product Owner,NBC,"Mcclure, Howard and Patterson"
4566,145,4,Feature Development,6,2025-01-26,Mario Brown,Management,Scrum Master,SRMG,Conley and Sons
4567,193,4,UI Enhancement,8,2025-02-22,Margaret Hernandez,Dev,Backend Developer,SRMG,Conley and Sons
4568,91,4,UI Enhancement,12,2025-01-02,Tina Garcia,Dev,Software Engineer,SRMG,Conley and Sons
4569,174,2,Feature Development,2,2025-02-13,Michael Perez,Dev,Software Engineer,Revold World,Martinez-James
4570,122,4,Security Patching,2,2025-02-13,David Downs,Data,ML Engineer,SRMG,Conley and Sons
4571,6,4,UI Enhancement,7,2025-01-05,Toni Wallace,Data,Data Engineer,SRMG,Conley and Sons
4572,52,3,Testing,10,2025-01-11,Mary Oliver,Data,Data Engineer,Planted,Clark and Sons
4573,67,4,Security Patching,8,2025-01-14,Theresa Smith,Design,UI Designer,SRMG,Conley and Sons
4574,23,3,Code Review,5,2025-03-15,Ashley Carter,Admin,Office Manager,Planted,Clark and Sons
4575,95,1,Performance Testing,5,2025-02-15,Miguel Miller,Management,Product Owner,Sopheon,"Griffith, Williams and Thornton"
4576,160,1,Design Review,1,2025-02-06,Carrie Gonzalez,QA,QA Engineer,Sopheon,"Griffith, Williams and Thornton"
4577,71,2,Meeting,12,2025-01-13,Joshua Stafford,QA,Test Analyst,Revold World,Martinez-James
4578,37,4,Meeting,9,2025-03-25,Amanda Diaz,Data,Data Engineer,SRMG,Conley and Sons
4579,148,4,Database Optimization,10,2025-02-25,Michael Perkins,Management,Project Manager,SRMG,Conley and Sons
4580,127,2,Code Review,5,2025-02-09,Sarah Cole,Admin,System Admin,Revold World,Martinez-James
4581,153,4,Bug Fixing,9,2025-03-03,Cody Carroll,Data,Data Engineer,SRMG,Conley and Sons
4582,37,2,Database Optimization,1,2025-01-03,Amanda Diaz,Data,Data Engineer,Revold World,Martinez-James
4583,114,3,Feature Development,5,2025-03-24,Amber Hall,Management,Scrum Master,Planted,Clark and Sons
4584,37,4,Design Review,10,2025-03-27,Amanda Diaz,Data,Data Engineer,SRMG,Conley and Sons
4585,56,1,Testing,12,2025-03-06,Caleb Brown,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
4586,194,1,UI Enhancement,8,2025-02-07,Christopher Robinson,Data,ML Engineer,Sopheon,"Griffith, Williams and Thornton"
4587,90,1,Testing,3,2025-03-04,Scott Arellano,Management,Scrum Master,Sopheon,"Griffith, Williams and Thornton"
4588,145,1,Code Review,4,2025-01-28,Mario Brown,Management,Scrum Master,Sopheon,"Griffith, Williams and Thornton"
4589,106,4,Testing,7,2025-01-13,Scott Nguyen,Data,Data Analyst,SRMG,Conley and Sons
4590,86,5,Meeting,8,2025-02-17,Phillip Wright,Management,Product Owner,NBC,"Mcclure, Howard and Patterson"
4591,79,1,Meeting,11,2025-01-12,Mark Taylor,QA,QA Engineer,Sopheon,"Griffith, Williams and Thornton"
4592,41,1,Meeting,3,2025-01-05,Christopher Herring,Management,Scrum Master,Sopheon,"Griffith, Williams and Thornton"
4593,20,1,Feature Development,12,2025-01-05,Melissa Avery,Design,UX Designer,Sopheon,"Griffith, Williams and Thornton"
4594,91,1,UI Enhancement,11,2025-01-11,Tina Garcia,Dev,Software Engineer,Sopheon,"Griffith, Williams and Thornton"
4595,183,4,Bug Fixing,8,2025-01-11,Amy Nelson,QA,Test Analyst,SRMG,Conley and Sons
4596,130,5,Feature Development,3,2025-01-09,Ryan Campbell,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
4597,88,3,Bug Fixing,5,2025-01-31,Gabriel Mejia,Dev,Backend Developer,Planted,Clark and Sons
4598,166,5,Feature Development,11,2025-02-09,Marissa Pope,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
4599,155,3,Bug Fixing,9,2025-01-25,Ryan Rogers,Design,Graphic Designer,Planted,Clark and Sons
4600,17,3,Performance Testing,4,2025-02-14,Ronnie Phillips,QA,Test Analyst,Planted,Clark and Sons
4601,73,3,Feature Development,9,2025-03-25,Bradley Robinson,QA,QA Engineer,Planted,Clark and Sons
4602,62,4,UI Enhancement,12,2025-02-18,Christian Martinez II,Dev,Backend Developer,SRMG,Conley and Sons
4603,23,3,Performance Testing,7,2025-03-02,Ashley Carter,Admin,Office Manager,Planted,Clark and Sons
4604,173,3,Performance Testing,2,2025-01-24,Duane Smith,Design,UI Designer,Planted,Clark and Sons
4605,168,5,Security Patching,2,2025-02-05,Chad Davidson,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
4606,117,3,Database Optimization,11,2025-02-10,Sarah Miller,Data,Data Analyst,Planted,Clark and Sons
4607,98,1,Database Optimization,7,2025-03-22,Debra Garner,Data,ML Engineer,Sopheon,"Griffith, Williams and Thornton"
4608,36,5,Security Patching,11,2025-02-21,Wesley Anderson,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
4609,81,3,Feature Development,2,2025-03-27,Kristen Fox,Dev,Frontend Developer,Planted,Clark and Sons
4610,200,4,Meeting,8,2025-02-10,Marie James,QA,QA Engineer,SRMG,Conley and Sons
4611,105,2,Performance Testing,9,2025-02-05,Kimberly Martin,Dev,Software Engineer,Revold World,Martinez-James
4612,39,1,Bug Fixing,3,2025-01-11,Jeffrey Morgan,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
4613,89,3,Performance Testing,1,2025-01-07,Christopher Mcmahon,Design,Graphic Designer,Planted,Clark and Sons
4614,28,3,Database Optimization,7,2025-01-19,Sherry Velazquez,Design,Graphic Designer,Planted,Clark and Sons
4615,1,1,Bug Fixing,7,2025-03-22,Tina Olson,QA,Test Analyst,Sopheon,"Griffith, Williams and Thornton"
4616,23,1,Feature Development,4,2025-02-22,Ashley Carter,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
4617,14,5,UI Enhancement,4,2025-03-13,Holly Davidson,Admin,System Admin,NBC,"Mcclure, Howard and Patterson"
4618,129,5,Design Review,10,2025-01-21,Gregory Randall,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
4619,56,2,Meeting,12,2025-02-21,Caleb Brown,QA,Automation Engineer,Revold World,Martinez-James
4620,86,4,Testing,9,2025-01-21,Phillip Wright,Management,Product Owner,SRMG,Conley and Sons
4621,195,5,Meeting,2,2025-02-08,Caroline Benton,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
4622,183,3,Database Optimization,2,2025-01-21,Amy Nelson,QA,Test Analyst,Planted,Clark and Sons
4623,143,2,UI Enhancement,1,2025-03-24,Jordan Gomez,Data,Data Analyst,Revold World,Martinez-James
4624,89,1,Bug Fixing,8,2025-03-13,Christopher Mcmahon,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
4625,75,3,Design Review,8,2025-02-03,Dan Palmer,QA,Test Analyst,Planted,Clark and Sons
4626,133,2,Meeting,11,2025-03-12,David Graham,Data,ML Engineer,Revold World,Martinez-James
4627,45,1,Performance Testing,11,2025-02-13,Becky Crawford,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
4628,46,4,UI Enhancement,5,2025-01-19,William Rivera,Admin,System Admin,SRMG,Conley and Sons
4629,7,3,Meeting,6,2025-02-17,Mr. Scott Bowman III,Design,UX Designer,Planted,Clark and Sons
4630,63,2,Performance Testing,5,2025-03-03,Jason Jones,Design,UI Designer,Revold World,Martinez-James
4631,57,1,Security Patching,2,2025-02-11,Eric Smith,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
4632,49,5,Code Review,2,2025-02-08,Robert Baker,Dev,Software Engineer,NBC,"Mcclure, Howard and Patterson"
4633,66,1,Feature Development,5,2025-03-28,David Mitchell,Design,UI Designer,Sopheon,"Griffith, Williams and Thornton"
4634,148,1,UI Enhancement,3,2025-03-28,Michael Perkins,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
4635,199,5,Database Optimization,6,2025-01-16,Matthew Green,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
4636,13,3,Testing,7,2025-01-31,Pam Bright,Admin,Office Manager,Planted,Clark and Sons
4637,73,5,UI Enhancement,8,2025-03-12,Bradley Robinson,QA,QA Engineer,NBC,"Mcclure, Howard and Patterson"
4638,112,1,Security Patching,11,2025-02-06,Denise Butler,Admin,System Admin,Sopheon,"Griffith, Williams and Thornton"
4639,184,4,Code Review,12,2025-03-27,Sandra Williams,Admin,System Admin,SRMG,Conley and Sons
4640,127,5,UI Enhancement,2,2025-01-10,Sarah Cole,Admin,System Admin,NBC,"Mcclure, Howard and Patterson"
4641,113,4,Code Review,3,2025-03-01,Natalie Garcia,Admin,Office Manager,SRMG,Conley and Sons
4642,11,4,Security Patching,2,2025-01-25,Jason Jones,Management,Project Manager,SRMG,Conley and Sons
4643,20,2,Feature Development,9,2025-03-13,Melissa Avery,Design,UX Designer,Revold World,Martinez-James
4644,67,4,UI Enhancement,7,2025-02-06,Theresa Smith,Design,UI Designer,SRMG,Conley and Sons
4645,84,4,Meeting,11,2025-01-23,Charlotte Hinton,Admin,Office Manager,SRMG,Conley and Sons
4646,53,5,Testing,12,2025-01-01,Michael Dixon,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
4647,150,1,Feature Development,8,2025-01-05,Timothy Hernandez,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
4648,150,5,Database Optimization,2,2025-02-22,Timothy Hernandez,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
4649,3,4,Feature Development,8,2025-02-05,Leslie Kemp,Dev,Frontend Developer,SRMG,Conley and Sons
4650,166,3,Code Review,1,2025-01-22,Marissa Pope,Management,Project Manager,Planted,Clark and Sons
4651,39,3,Feature Development,2,2025-01-10,Jeffrey Morgan,Management,Project Manager,Planted,Clark and Sons
4652,18,4,Design Review,9,2025-02-09,Allison Barnett,Management,Product Owner,SRMG,Conley and Sons
4653,160,3,UI Enhancement,9,2025-02-19,Carrie Gonzalez,QA,QA Engineer,Planted,Clark and Sons
4654,99,2,Security Patching,5,2025-02-17,David Cohen,Design,UX Designer,Revold World,Martinez-James
4655,59,2,Performance Testing,7,2025-01-15,George Hicks,Admin,Office Manager,Revold World,Martinez-James
4656,50,2,Code Review,11,2025-03-12,Michael Snow,Dev,Frontend Developer,Revold World,Martinez-James
4657,124,1,Code Review,11,2025-02-22,Christina Cooper,Admin,Office Manager,Sopheon,"Griffith, Williams and Thornton"
4658,140,1,Database Optimization,12,2025-03-22,Mary Graves,QA,Test Analyst,Sopheon,"Griffith, Williams and Thornton"
4659,64,3,Performance Testing,6,2025-01-26,Steven White,Data,Data Analyst,Planted,Clark and Sons
4660,198,1,Meeting,3,2025-01-05,Rachel Dean,Admin,HR,Sopheon,"Griffith, Williams and Thornton"
4661,174,2,UI Enhancement,12,2025-02-06,Michael Perez,Dev,Software Engineer,Revold World,Martinez-James
4662,20,2,Design Review,3,2025-03-27,Melissa Avery,Design,UX Designer,Revold World,Martinez-James
4663,188,5,UI Enhancement,10,2025-03-23,Michael Kline,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
4664,64,3,Performance Testing,12,2025-03-12,Steven White,Data,Data Analyst,Planted,Clark and Sons
4665,134,5,Code Review,6,2025-01-22,Joshua Allen,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
4666,86,1,Feature Development,10,2025-03-15,Phillip Wright,Management,Product Owner,Sopheon,"Griffith, Williams and Thornton"
4667,185,5,Meeting,11,2025-01-16,Danielle Russo,Dev,Backend Developer,NBC,"Mcclure, Howard and Patterson"
4668,107,2,Database Optimization,6,2025-02-15,Ryan Hickman,Dev,Frontend Developer,Revold World,Martinez-James
4669,135,4,Design Review,1,2025-01-19,Joshua Beard,QA,QA Engineer,SRMG,Conley and Sons
4670,183,3,Bug Fixing,4,2025-01-29,Amy Nelson,QA,Test Analyst,Planted,Clark and Sons
4671,122,5,Testing,2,2025-02-28,David Downs,Data,ML Engineer,NBC,"Mcclure, Howard and Patterson"
4672,177,3,UI Enhancement,9,2025-02-15,Shawn Frazier,Management,Product Owner,Planted,Clark and Sons
4673,70,1,Meeting,11,2025-03-02,David Burns,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
4674,133,5,Performance Testing,10,2025-01-31,David Graham,Data,ML Engineer,NBC,"Mcclure, Howard and Patterson"
4675,168,3,Feature Development,3,2025-02-11,Chad Davidson,Dev,Backend Developer,Planted,Clark and Sons
4676,110,4,Bug Fixing,2,2025-01-04,Jeffrey Payne,Dev,Frontend Developer,SRMG,Conley and Sons
4677,133,5,Code Review,1,2025-01-28,David Graham,Data,ML Engineer,NBC,"Mcclure, Howard and Patterson"
4678,44,3,Security Patching,5,2025-01-27,Alyssa Ross,Dev,Software Engineer,Planted,Clark and Sons
4679,55,3,Testing,6,2025-01-27,Sandra Hall,Management,Product Owner,Planted,Clark and Sons
4680,28,4,UI Enhancement,11,2025-02-24,Sherry Velazquez,Design,Graphic Designer,SRMG,Conley and Sons
4681,54,3,Bug Fixing,2,2025-01-30,Jimmy Riley,QA,QA Engineer,Planted,Clark and Sons
4682,44,2,Testing,3,2025-02-13,Alyssa Ross,Dev,Software Engineer,Revold World,Martinez-James
4683,133,1,Meeting,3,2025-01-20,David Graham,Data,ML Engineer,Sopheon,"Griffith, Williams and Thornton"
4684,84,2,Code Review,8,2025-02-13,Charlotte Hinton,Admin,Office Manager,Revold World,Martinez-James
4685,136,3,Security Patching,12,2025-01-23,Brittany Black,Design,Graphic Designer,Planted,Clark and Sons
4686,150,4,UI Enhancement,9,2025-03-22,Timothy Hernandez,Dev,Backend Developer,SRMG,Conley and Sons
4687,73,5,Testing,2,2025-03-08,Bradley Robinson,QA,QA Engineer,NBC,"Mcclure, Howard and Patterson"
4688,193,4,Security Patching,3,2025-01-29,Margaret Hernandez,Dev,Backend Developer,SRMG,Conley and Sons
4689,20,2,UI Enhancement,5,2025-01-19,Melissa Avery,Design,UX Designer,Revold World,Martinez-James
4690,23,5,Feature Development,1,2025-03-26,Ashley Carter,Admin,Office Manager,NBC,"Mcclure, Howard and Patterson"
4691,190,5,Performance Testing,12,2025-03-19,Ronald Peterson,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
4692,1,1,Feature Development,3,2025-01-14,Tina Olson,QA,Test Analyst,Sopheon,"Griffith, Williams and Thornton"
4693,165,1,Code Review,8,2025-02-17,Tonya Kelly,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
4694,126,2,UI Enhancement,4,2025-01-18,Michael Mathews,Dev,Frontend Developer,Revold World,Martinez-James
4695,180,1,Performance Testing,5,2025-01-09,Lynn Obrien,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
4696,59,4,Security Patching,11,2025-01-01,George Hicks,Admin,Office Manager,SRMG,Conley and Sons
4697,4,3,Feature Development,10,2025-01-13,Tracy Gonzalez,Management,Project Manager,Planted,Clark and Sons
4698,200,3,Performance Testing,12,2025-02-21,Marie James,QA,QA Engineer,Planted,Clark and Sons
4699,121,4,Meeting,12,2025-02-10,Alisha Mclean,Data,Data Engineer,SRMG,Conley and Sons
4700,181,3,Performance Testing,3,2025-02-07,Amanda Santana,Dev,Software Engineer,Planted,Clark and Sons
4701,52,4,Testing,10,2025-02-14,Mary Oliver,Data,Data Engineer,SRMG,Conley and Sons
4702,129,1,UI Enhancement,8,2025-02-22,Gregory Randall,Management,Project Manager,Sopheon,"Griffith, Williams and Thornton"
4703,199,3,Security Patching,12,2025-03-17,Matthew Green,QA,Automation Engineer,Planted,Clark and Sons
4704,184,5,Testing,3,2025-03-10,Sandra Williams,Admin,System Admin,NBC,"Mcclure, Howard and Patterson"
4705,151,3,Bug Fixing,11,2025-02-02,David Villanueva,Design,UI Designer,Planted,Clark and Sons
4706,197,4,Bug Fixing,1,2025-03-17,Thomas Morris,Dev,Software Engineer,SRMG,Conley and Sons
4707,30,1,Code Review,11,2025-02-20,Dawn Henry,Admin,HR,Sopheon,"Griffith, Williams and Thornton"
4708,44,3,Feature Development,3,2025-03-04,Alyssa Ross,Dev,Software Engineer,Planted,Clark and Sons
4709,46,4,Feature Development,6,2025-03-24,William Rivera,Admin,System Admin,SRMG,Conley and Sons
4710,77,3,Bug Fixing,12,2025-01-19,Miranda Chapman,Dev,Frontend Developer,Planted,Clark and Sons
4711,92,4,Security Patching,9,2025-03-28,Michael Morales,Design,UI Designer,SRMG,Conley and Sons
4712,92,2,Code Review,11,2025-02-10,Michael Morales,Design,UI Designer,Revold World,Martinez-James
4713,125,5,Security Patching,11,2025-01-19,James Lynn,QA,QA Engineer,NBC,"Mcclure, Howard and Patterson"
4714,126,1,Code Review,5,2025-03-05,Michael Mathews,Dev,Frontend Developer,Sopheon,"Griffith, Williams and Thornton"
4715,182,1,Bug Fixing,3,2025-03-23,Nancy Parsons,Admin,HR,Sopheon,"Griffith, Williams and Thornton"
4716,117,1,UI Enhancement,5,2025-01-12,Sarah Miller,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
4717,136,4,Performance Testing,5,2025-01-13,Brittany Black,Design,Graphic Designer,SRMG,Conley and Sons
4718,101,2,Design Review,11,2025-01-19,Valerie Davis,Design,UX Designer,Revold World,Martinez-James
4719,152,5,Performance Testing,12,2025-01-11,Jennifer Stevens,Admin,HR,NBC,"Mcclure, Howard and Patterson"
4720,79,2,Bug Fixing,8,2025-03-21,Mark Taylor,QA,QA Engineer,Revold World,Martinez-James
4721,147,4,Performance Testing,12,2025-02-10,Donna Myers,Admin,System Admin,SRMG,Conley and Sons
4722,19,2,Security Patching,4,2025-01-05,Carla Clark,Data,Data Analyst,Revold World,Martinez-James
4723,99,4,UI Enhancement,1,2025-01-30,David Cohen,Design,UX Designer,SRMG,Conley and Sons
4724,92,4,UI Enhancement,12,2025-01-05,Michael Morales,Design,UI Designer,SRMG,Conley and Sons
4725,31,1,Bug Fixing,9,2025-03-18,James Schroeder,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
4726,53,3,Design Review,2,2025-01-19,Michael Dixon,Data,Data Analyst,Planted,Clark and Sons
4727,53,1,Design Review,5,2025-03-24,Michael Dixon,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
4728,118,3,Bug Fixing,12,2025-01-20,Charles Wong,QA,QA Engineer,Planted,Clark and Sons
4729,178,2,Security Patching,4,2025-01-25,Robert Pena,Data,Data Analyst,Revold World,Martinez-James
4730,94,5,Meeting,4,2025-02-21,Taylor Craig,Admin,System Admin,NBC,"Mcclure, Howard and Patterson"
4731,188,3,Design Review,7,2025-03-06,Michael Kline,Management,Project Manager,Planted,Clark and Sons
4732,131,5,Performance Testing,4,2025-01-16,Juan Kelly,Design,UX Designer,NBC,"Mcclure, Howard and Patterson"
4733,46,3,Design Review,5,2025-03-07,William Rivera,Admin,System Admin,Planted,Clark and Sons
4734,6,3,Performance Testing,3,2025-03-18,Toni Wallace,Data,Data Engineer,Planted,Clark and Sons
4735,119,2,Database Optimization,7,2025-01-03,Crystal Carr,Design,UI Designer,Revold World,Martinez-James
4736,6,4,Performance Testing,12,2025-02-15,Toni Wallace,Data,Data Engineer,SRMG,Conley and Sons
4737,8,4,Testing,7,2025-01-27,Shelly Morales,Data,Data Analyst,SRMG,Conley and Sons
4738,146,2,Testing,1,2025-03-08,Monique Burgess,Dev,Frontend Developer,Revold World,Martinez-James
4739,102,1,Database Optimization,4,2025-01-15,Edward Martin,Dev,Frontend Developer,Sopheon,"Griffith, Williams and Thornton"
4740,146,4,Performance Testing,11,2025-01-23,Monique Burgess,Dev,Frontend Developer,SRMG,Conley and Sons
4741,148,4,Bug Fixing,10,2025-02-27,Michael Perkins,Management,Project Manager,SRMG,Conley and Sons
4742,109,2,UI Enhancement,11,2025-02-22,Laura Ray,QA,Automation Engineer,Revold World,Martinez-James
4743,82,4,Code Review,10,2025-03-09,Sharon Graham,Management,Product Owner,SRMG,Conley and Sons
4744,58,3,Performance Testing,8,2025-01-17,Monique Kennedy,Data,ML Engineer,Planted,Clark and Sons
4745,157,2,Code Review,6,2025-01-01,Edwin Murray,Dev,Backend Developer,Revold World,Martinez-James
4746,47,3,Design Review,11,2025-03-03,Scott Woods,Design,Graphic Designer,Planted,Clark and Sons
4747,184,1,Feature Development,6,2025-01-02,Sandra Williams,Admin,System Admin,Sopheon,"Griffith, Williams and Thornton"
4748,106,5,Bug Fixing,7,2025-02-10,Scott Nguyen,Data,Data Analyst,NBC,"Mcclure, Howard and Patterson"
4749,163,2,Meeting,8,2025-03-05,William Johnston,Design,Graphic Designer,Revold World,Martinez-James
4750,109,2,Meeting,3,2025-01-01,Laura Ray,QA,Automation Engineer,Revold World,Martinez-James
4751,135,4,Database Optimization,9,2025-01-17,Joshua Beard,QA,QA Engineer,SRMG,Conley and Sons
4752,200,2,Security Patching,10,2025-03-16,Marie James,QA,QA Engineer,Revold World,Martinez-James
4753,19,3,Database Optimization,7,2025-01-26,Carla Clark,Data,Data Analyst,Planted,Clark and Sons
4754,109,5,Bug Fixing,5,2025-02-28,Laura Ray,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
4755,73,3,Feature Development,10,2025-01-17,Bradley Robinson,QA,QA Engineer,Planted,Clark and Sons
4756,128,4,Security Patching,6,2025-03-05,David Barrera,Admin,Office Manager,SRMG,Conley and Sons
4757,36,5,Meeting,6,2025-02-13,Wesley Anderson,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
4758,54,5,Security Patching,6,2025-03-04,Jimmy Riley,QA,QA Engineer,NBC,"Mcclure, Howard and Patterson"
4759,70,3,Performance Testing,1,2025-03-04,David Burns,Management,Project Manager,Planted,Clark and Sons
4760,89,4,Feature Development,3,2025-01-10,Christopher Mcmahon,Design,Graphic Designer,SRMG,Conley and Sons
4761,138,2,Testing,6,2025-01-15,Casey Hicks,Design,UI Designer,Revold World,Martinez-James
4762,31,4,Code Review,12,2025-01-27,James Schroeder,Dev,Backend Developer,SRMG,Conley and Sons
4763,28,1,Meeting,12,2025-03-13,Sherry Velazquez,Design,Graphic Designer,Sopheon,"Griffith, Williams and Thornton"
4764,32,5,UI Enhancement,11,2025-01-20,Kurt Miller,Dev,Frontend Developer,NBC,"Mcclure, Howard and Patterson"
4765,104,3,Performance Testing,10,2025-01-22,Timothy Murray,Admin,HR,Planted,Clark and Sons
4766,194,3,Database Optimization,11,2025-02-04,Christopher Robinson,Data,ML Engineer,Planted,Clark and Sons
4767,179,2,Design Review,6,2025-02-05,Jonathan Flowers,Admin,System Admin,Revold World,Martinez-James
4768,129,5,Bug Fixing,11,2025-01-21,Gregory Randall,Management,Project Manager,NBC,"Mcclure, Howard and Patterson"
4769,48,2,Feature Development,8,2025-01-10,Samantha Cardenas,Management,Project Manager,Revold World,Martinez-James
4770,24,5,UI Enhancement,2,2025-01-02,Michael Garcia,Design,Graphic Designer,NBC,"Mcclure, Howard and Patterson"
4771,61,5,Code Review,6,2025-03-24,Leslie Smith,Data,Data Engineer,NBC,"Mcclure, Howard and Patterson"
4772,126,4,Feature Development,3,2025-03-07,Michael Mathews,Dev,Frontend Developer,SRMG,Conley and Sons
4773,186,2,Testing,2,2025-02-17,Jason Smith,Data,Data Engineer,Revold World,Martinez-James
4774,78,4,Testing,2,2025-02-18,Paul Stevenson,Dev,Backend Developer,SRMG,Conley and Sons
4775,154,3,Performance Testing,5,2025-03-04,Charles Warren,Dev,Frontend Developer,Planted,Clark and Sons
4776,184,4,Meeting,5,2025-01-17,Sandra Williams,Admin,System Admin,SRMG,Conley and Sons
4777,23,2,Design Review,11,2025-02-22,Ashley Carter,Admin,Office Manager,Revold World,Martinez-James
4778,7,4,Code Review,5,2025-01-15,Mr. Scott Bowman III,Design,UX Designer,SRMG,Conley and Sons
4779,2,2,Feature Development,11,2025-01-12,Makayla Conway,Dev,Frontend Developer,Revold World,Martinez-James
4780,2,2,Feature Development,7,2025-01-09,Makayla Conway,Dev,Frontend Developer,Revold World,Martinez-James
4781,27,4,UI Enhancement,7,2025-01-20,Sara Young,Data,Data Engineer,SRMG,Conley and Sons
4782,87,1,Design Review,8,2025-03-06,Andrew Hughes,Data,Data Analyst,Sopheon,"Griffith, Williams and Thornton"
4783,140,5,Meeting,6,2025-01-21,Mary Graves,QA,Test Analyst,NBC,"Mcclure, Howard and Patterson"
4784,79,3,Bug Fixing,5,2025-01-31,Mark Taylor,QA,QA Engineer,Planted,Clark and Sons
4785,167,5,Database Optimization,3,2025-02-19,Allen Williamson,Admin,System Admin,NBC,"Mcclure, Howard and Patterson"
4786,187,2,Database Optimization,10,2025-02-24,Michelle Wells,Dev,Backend Developer,Revold World,Martinez-James
4787,53,2,Design Review,7,2025-03-23,Michael Dixon,Data,Data Analyst,Revold World,Martinez-James
4788,167,2,Meeting,9,2025-02-05,Allen Williamson,Admin,System Admin,Revold World,Martinez-James
4789,6,4,Code Review,11,2025-02-10,Toni Wallace,Data,Data Engineer,SRMG,Conley and Sons
4790,98,4,Meeting,10,2025-03-26,Debra Garner,Data,ML Engineer,SRMG,Conley and Sons
4791,196,1,Security Patching,1,2025-03-28,David Ryan,QA,Automation Engineer,Sopheon,"Griffith, Williams and Thornton"
4792,80,1,Database Optimization,11,2025-01-31,Teresa Conway,Data,Data Engineer,Sopheon,"Griffith, Williams and Thornton"
4793,109,4,Database Optimization,2,2025-03-13,Laura Ray,QA,Automation Engineer,SRMG,Conley and Sons
4794,172,1,Meeting,11,2025-01-19,Jessica Morris,Dev,Software Engineer,Sopheon,"Griffith, Williams and Thornton"
4795,124,3,UI Enhancement,2,2025-02-11,Christina Cooper,Admin,Office Manager,Planted,Clark and Sons
4796,53,4,Meeting,4,2025-01-25,Michael Dixon,Data,Data Analyst,SRMG,Conley and Sons
4797,96,4,UI Enhancement,12,2025-01-12,Amy Mccarthy,Management,Product Owner,SRMG,Conley and Sons
4798,103,1,Database Optimization,2,2025-02-19,Patrick Carlson,QA,Test Analyst,Sopheon,"Griffith, Williams and Thornton"
4799,48,2,Code Review,11,2025-03-08,Samantha Cardenas,Management,Project Manager,Revold World,Martinez-James
4800,143,2,Performance Testing,9,2025-02-07,Jordan Gomez,Data,Data Analyst,Revold World,Martinez-James
4801,121,2,Database Optimization,4,2025-02-18,Alisha Mclean,Data,Data Engineer,Revold World,Martinez-James
4802,50,4,Testing,12,2025-01-24,Michael Snow,Dev,Frontend Developer,SRMG,Conley and Sons
4803,169,3,Security Patching,9,2025-03-17,Shari Frey,Dev,Backend Developer,Planted,Clark and Sons
4804,140,4,UI Enhancement,9,2025-02-19,Mary Graves,QA,Test Analyst,SRMG,Conley and Sons
4805,88,1,Code Review,2,2025-03-26,Gabriel Mejia,Dev,Backend Developer,Sopheon,"Griffith, Williams and Thornton"
4806,43,5,Performance Testing,10,2025-03-25,Mr. Jesus Lynch,Design,UI Designer,NBC,"Mcclure, Howard and Patterson"
4807,181,2,Security Patching,4,2025-03-21,Amanda Santana,Dev,Software Engineer,Revold World,Martinez-James
4808,22,5,UI Enhancement,3,2025-01-16,Travis Moore,QA,Automation Engineer,NBC,"Mcclure, Howard and Patterson"
